PC1	PC2	PC3	PC4	PC5	MACCS1_c	MACCS2_c	MACCS3_c	MACCS4_c	MACCS1_r	MACCS2_r	MACCS3_r	MACCS4_r	conc_c	conc_r	inhibition	drug_r	drug_c	cell
Cell_Line_2__Drug_1__0_____no_drug_____0.7	0.348533300297203	-1.69525075023086	-1.73059891261809	-2.01644554785902	0.583490318886652	1	1	0	0	0	0	0	0	0	0.7	50	___no_drug___	Drug_1	Cell_Line_2
Cell_Line_2__Drug_2__0_____no_drug_____0.2	0.348533300297203	-1.69525075023086	-1.73059891261809	-2.01644554785902	0.583490318886652	0	1	0	0	0	0	0	0	0	0.2	5	___no_drug___	Drug_2	Cell_Line_2
Cell_Line_2__Drug_2__0_____no_drug_____0.5	0.348533300297203	-1.69525075023086	-1.73059891261809	-2.01644554785902	0.583490318886652	0	1	0	0	0	0	0	0	0	0.5	40	___no_drug___	Drug_2	Cell_Line_2
Cell_Line_2__Drug_2__0_____no_drug_____1	0.348533300297203	-1.69525075023086	-1.73059891261809	-2.01644554785902	0.583490318886652	0	1	0	0	0	0	0	0	0	1	75	___no_drug___	Drug_2	Cell_Line_2
Cell_Line_4__Drug_1__0.01__Drug_3__0.1	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.01	0.1	1	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.01__Drug_3__0.2	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.01	0.2	6.4	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.01__Drug_3__0.4	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.01	0.4	11.8	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.01__Drug_3__0.7	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.01	0.7	17.2	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.025__Drug_3__0.1	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.025	0.1	22.6	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.025__Drug_3__0.2	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.025	0.2	28	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.025__Drug_3__0.4	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.025	0.4	33.4	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.025__Drug_3__0.7	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.025	0.7	38.8	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.05__Drug_3__0.1	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.05	0.1	44.2	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.05__Drug_3__0.2	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.05	0.2	49.6	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.05__Drug_3__0.4	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.05	0.4	55	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.05__Drug_3__0.7	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.05	0.7	60.4	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.075__Drug_3__0.1	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.075	0.1	65.8	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.075__Drug_3__0.2	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.075	0.2	71.2	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.075__Drug_3__0.4	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.075	0.4	76.6	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0.075__Drug_3__0.7	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	1	1	1	0	0.075	0.7	82	Drug_3	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0_____no_drug_____0.1	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	0	0	0	0	0	0.1	2	___no_drug___	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0_____no_drug_____0.2	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	0	0	0	0	0	0.2	15	___no_drug___	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0_____no_drug_____0.4	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	0	0	0	0	0	0.4	28	___no_drug___	Drug_1	Cell_Line_4
Cell_Line_4__Drug_1__0_____no_drug_____0.7	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	0	0	0	0	0	0	0	0.7	41	___no_drug___	Drug_1	Cell_Line_4
Cell_Line_4__Drug_3__0_____no_drug_____0.01	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	1	0	0	0	0	0	0	0.01	7	___no_drug___	Drug_3	Cell_Line_4
Cell_Line_4__Drug_3__0_____no_drug_____0.025	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	1	0	0	0	0	0	0	0.025	27.3333333333333	___no_drug___	Drug_3	Cell_Line_4
Cell_Line_4__Drug_3__0_____no_drug_____0.07	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	1	0	0	0	0	0	0	0.07	47.6666666666667	___no_drug___	Drug_3	Cell_Line_4
Cell_Line_4__Drug_3__0_____no_drug_____0.075	-0.655969028216086	1.47089772107311	2.04036298947984	-0.00610308831570014	-0.246047823193099	1	1	1	0	0	0	0	0	0	0.075	68	___no_drug___	Drug_3	Cell_Line_4
